序號,資料集名稱,分類,資料提供單位,資料集描述,欄位名稱,Url
1021,臺東縣機車排氣檢驗站明細,大氣,"臺東縣政府環保局 ",設於臺東縣機車排氣檢驗站明細,序、站號、定檢站、廠牌、電話、區號、地址。,https://opendata.epa.gov.tw/Data/Contents/ATM00637/
1022,臺東縣機動車輛排放空氣污染物檢查,生活環境與其他,"臺東縣政府環保局 ",台東縣機動車輛(機車)排放空氣污染物檢查站,縣市(縣市)、年度(年度)、車種(車種)、機車車輛數(機車車輛數)、每年機車產生污染量及種類(PM10)、PM2.5(PM2.5)、NOx及NMHC)(NOx及NMHC)、備(備),https://opendata.epa.gov.tw/Data/Contents/OTH01553/
1023,臺東縣環境用藥販賣業及病媒防治業,生活環境與其他,"臺東縣政府環保局 ",臺東縣環境用藥販賣業者及病媒防治業,管制編號(),https://opendata.epa.gov.tw/Data/Contents/OTH01581/
1024,臺南市土壤及地下水污染控制場址,地,臺南市政府環保局,本資料集提供臺南市土壤及地下水污染控制場址資訊,場址名稱(場址名稱)、行政區(行政區)、地段地號(地段地號)、公告管制文號(公告管制文號)、公告管制日期(公告管制日期)、場址管制類型(場址管制類型)、污染物質(污染物質)、場址面積(平方公尺),https://opendata.epa.gov.tw/Data/Contents/SOIL00136/
1025,臺南市土壤及地下水污染緊急應變場址,地,臺南市政府環保局,本資料集提供臺南市土壤及地下水污染緊急應變場址資訊,場址名稱(場址名稱)、行政區(行政區)、地段地號(地段地號)、公告管制文號(公告管制文號)、公告管制日期(公告管制日期)、場址管制類型(場址管制類型)、污染物質(污染物質)、場址面積(平方公尺),https://opendata.epa.gov.tw/Data/Contents/SOIL00135/
1026,臺南市土壤及地下水污染整治場址,地,臺南市政府環保局,本資料集提供臺南市土壤及地下水污染整治場址資訊,場址名稱(場址名稱)、行政區(行政區)、地段地號(地段地號)、公告管制文號(公告管制文號)、公告管制日期(公告管制日期)、場址管制類型(場址管制類型)、污染物質(污染物質)、場址面積(平方公尺),https://opendata.epa.gov.tw/Data/Contents/SOIL00134/
1027,臺南市公有廣告欄一覽表,生活環境與其他,臺南市政府環保局,本資料集提供臺南市公有廣告欄資訊,區別(區別)、數量(數量)、位置(位置)、備(備),https://opendata.epa.gov.tw/Data/Contents/OTH01688/
1028,臺南市公廁地址,生活環境與其他,臺南市政府環保局,本資料集提供臺南市公廁地址資訊。,公廁編號(公廁編號)、公廁名稱(公廁名稱)、地址或地點描述(地址或地點描述)、管理單位名稱(管理單位名稱)、管理單位聯絡電話(管理單位聯絡電話)、建檔日期(建檔日期)、啟用日期(啟用日期)、緯度(緯度)、經度(經度)、原始公廁級別(原始公廁級別)、最新公廁級別(最新公廁級別)、建檔狀態(建檔狀態)、建檔類別(建檔類別)、公廁類別(公廁類別)、縣市代碼(縣市代碼)、鄉鎮代碼(鄉鎮代碼)、村里代碼(村里代碼)、縣市名稱(縣市名稱)、鄉鎮名稱(鄉鎮名稱)、村里名稱(村里名稱)、上傳圖片(上傳圖片)、異動日(異動日),https://opendata.epa.gov.tw/Data/Contents/OTH01704/
1029,臺南市水肥場地址,生活環境與其他,臺南市政府環保局,本資料集提供臺南市水肥場地址資訊,臺南市水肥場地(臺南市水肥場地),https://opendata.epa.gov.tw/Data/Contents/OTH01700/
1030,臺南市水量水質自動監測連線傳輸監測紀錄值即時資料集,水,水質保護處,系統將回應最新監測數據之XML(最新一小時),CNO(連監測對象管制編號)、ABBR(連監測對象中文名稱)、DP_NO(監測位置編號)、DESP(監測位置中文描述)、M_DATE(監測日期)、M_TIME(監測時間hhmm)、M_VAL(監測值)、STATUS(狀態)、UNIT(監測值單位)、STD1(排放標準一)、STD2(排放標準二)、STD_S(排放標準說明),https://opendata.epa.gov.tw/Data/Contents/WAT00577/
1031,臺南市全市清潔隊一覽表,生活環境與其他,臺南市政府環保局,本資料集提供臺南市全市清潔隊資訊,名稱(名稱)、辦公室電話(辦公室電話)、傳真(傳真)、辦公室住(辦公室住),https://opendata.epa.gov.tw/Data/Contents/OTH01689/
1032,臺南市事業廢棄物再利用者登記資料,生活環境與其他,臺南市政府環保局,本資料集提供臺南市事業廢棄物再利用者登記資訊,縣市別(縣市別)、申請序號(申請序號)、申報機構管編(申報機構管編)、申請機構(申請機構)、場(廠 地址)、目的事業主管機關(目的事業主管機關)、公告再利用(公告再利用)、清理計畫書核淮字號(清理計畫書核淮字號)、個案再利用許可(個案再利用許可)、通案再利用許可(通案再利用許可)、試驗計畫再利用許可(試驗計畫再利用許可)、檢核進度(檢核進度)、檢核通過日期(檢核通過日期)、檢核起始日期(檢核起始日期)、檢核到期日期(檢核到期日期)、再利用廢棄物代碼(再利用廢棄物代碼)、再利用廢棄物名稱(再利用廢棄物名稱)、廢棄物來源(廢棄物來源)、再利用用途(再利用用途)、最大再用利量(最大再用利量)、許可量(契約備查量)、主要產品種類(主要產品種類)、國家標準認證(國家標準認證)、符合管制規定之說(符合管制規定之說),https://opendata.epa.gov.tw/Data/Contents/OTH01696/
1033,臺南市尚介肥銷售統計,生活環境與其他,臺南市政府環保局,本資料集提供臺南市尚介肥銷售統計資訊。,臺南市尚介肥銷售統(臺南市尚介肥銷售統),https://opendata.epa.gov.tw/Data/Contents/OTH01703/
1034,臺南市河川水質監測資料,水,臺南市政府環保局,本資料集提供臺南市河川水質監測資訊,流域別(流域別)、測站(測站)、採樣日期(採樣日期)、RPI(RPI)、BOD(BOD)、SS(SS)、DO(DO)、NH3－(NH3－),https://opendata.epa.gov.tw/Data/Contents/WAT00608/
1035,臺南市空氣品質即時污染指標,大氣,臺南市政府環保局,提供臺南市轄區內測站所偵測之空氣品質即時污染指標,測站名稱(SiteName)、縣市(County)、空氣污染指標(PSI)、指標污染物(MajorPollutant)、狀態(Status)、二 氧化硫濃度(SO2)、一氧化碳濃度(CO)、臭氧濃度(O3)、懸浮微粒濃度(PM10)、細懸浮微粒濃度(PM2.5)、二氧化氮濃度(NO2)、風 速(WindSpeed)、風向(WindDirec)、細懸浮微粒指標(FPMI)、發布時間(PublishTime),https://opendata.epa.gov.tw/Data/Contents/ATM00666/
1036,臺南市空氣品質淨化區資料,大氣,臺南市政府環保局,本資料集提供臺南市空氣品質淨化區資訊,基地名稱(基地名稱)、管理單位(管理單位)、基地面積/長度(公頃/公里)、植栽情形(植栽情形)、緯度(緯度)、經度(經度),https://opendata.epa.gov.tw/Data/Contents/ATM00664/
1037,臺南市空氣品質監測資料,大氣,臺南市政府環保局,本資料集提供臺南市空氣品質監測資訊。,測站名稱(測站名稱)、測站編號(測站編號)、總懸浮微粒採樣開始時間(總懸浮微粒採樣開始時間)、總懸浮微粒採樣結束時間(總懸浮微粒採樣結束時間)、天候(天候)、TSP(TSP)、PM10(PM10)、PM2.5(PM2.5)、氯鹽(氯鹽)、硝酸鹽(硝酸鹽)、硫酸鹽(硫酸鹽)、鉛(鉛)、落塵量採樣開始時間(落塵量採樣開始時間)、落塵量採樣結束時間(落塵量採樣結束時間)、落塵量(公噸/平方公里/月),https://opendata.epa.gov.tw/Data/Contents/ATM00665/
1038,臺南市非包裝飲用水檢驗收費標準,水,臺南市政府環保局,本資料集提供臺南市非包裝飲用水檢驗收費標準資訊。,臺南市非包裝飲用水檢驗收費標準資(臺南市非包裝飲用水檢驗收費標準資),https://opendata.epa.gov.tw/Data/Contents/WAT00610/
1039,臺南市城西垃圾掩埋場滲出水廠放流水檢測報告,水,臺南市政府環保局,本資料集提供臺南市城西垃圾掩埋場滲出水廠放流水檢測報告資訊。,臺南市城西垃圾掩埋場滲出水廠放流水檢測報(臺南市城西垃圾掩埋場滲出水廠放流水檢測報),https://opendata.epa.gov.tw/Data/Contents/WAT00612/
1040,臺南市政府環境保護局有機培養土兌換實施方式,生活環境與其他,臺南市政府環保局,本資料集提供臺南市政府環境保護局有機培養土兌換實施方式資訊,1.有機培養土兌換時間地點及數量:兌換地點(1.有機培養土兌換時間地點及數量:兌換地點)、地址(地址)、電話(電話)、兌換時間(兌換時間)、供應數量  2.有機培養土兌換項目:回收物品(供應數量  2.有機培養土兌換項目:回收物品)、單位(單位)、數(數),https://opendata.epa.gov.tw/Data/Contents/OTH01687/
1041,臺南市重要環保統計資料,生活環境與其他,統計室,臺南市環境狀況資料，包括空氣、廢棄物、環境衛生及毒化物管理、公害陳情及其他相關統計等五大類數據,ItemName(統計項名稱)、Category(類別)、Year(年度)、Month(月份)、ItemUnit(監測單位)、ItemValue(監測值)。,https://opendata.epa.gov.tw/Data/Contents/STATTainan/
1042,臺南市核准身障福利團體設置舊衣回收箱,生活環境與其他,臺南市政府環保局,本資料集提供臺南市核准身障福利團體設置舊衣回收箱資訊,申請協會(申請協會)、機構地址 聯絡人(機構地址 聯絡人)、連絡電話(連絡電話)、區域(區域)、申請位置(申請位置)、核定編號(核定編號)、核定字號(核定字號)、核准設置期(核准設置期),https://opendata.epa.gov.tw/Data/Contents/OTH01684/
1043,臺南市柴油車排煙動力檢測站址,生活環境與其他,臺南市政府環保局,本資料集提供臺南市柴油車排煙動力檢測站址資訊,站名(站名)、行政區(行政區)、電話 地址(電話 地址)、服務時間(服務時間)、服務車種(服務車種)、服務量(服務量),https://opendata.epa.gov.tw/Data/Contents/OTH01692/
1044,臺南市海洋水質監測資料,水,臺南市政府環保局,本資料集提供臺南市海洋水質監測資訊,採樣日期(採樣日期)、檢測項目(檢測項目)、檢測項目(檢測項目)、檢測項(檢測項)、pH(pH)、水溫(水溫)、溶氧量(溶氧量)、鹽度(鹽度)、生化需氧量(生化需氧量)、大腸桿菌群(大腸桿菌群)、礦物性油脂(礦物性油脂)、氨氮(氨氮)、懸浮固體(懸浮固體)、總磷(總磷)、濁度(濁度)、葉綠素a(葉綠素a)、銅(銅)、(),https://opendata.epa.gov.tw/Data/Contents/WAT00606/
1045,臺南市病媒防治業者名單,生活環境與其他,臺南市政府環保局,本資料集提供臺南市病媒防治業者名單,項次 管制編號 業者名稱 證件字號 地址 電(項次 管制編號 業者名稱 證件字號 地址 電),https://opendata.epa.gov.tw/Data/Contents/OTH01677/
1046,臺南市堆肥場地址,生活環境與其他,臺南市政府環保局,本資料集提供臺南市臺南市堆肥場資訊,臺南市堆肥場地(臺南市堆肥場地),https://opendata.epa.gov.tw/Data/Contents/OTH01701/
1047,臺南市連續自動監測設施CEMS監測數據,大氣,臺南市政府環保局,連續自動監測設施CEMS監測數據,1.檔名開頭D，為每日日報(不透光率為6分鐘值，其餘為小時平均值) 2.檔名開頭R，為即時數據(不透光率為6分鐘值，溫度)、排放流率為小時平均值，其他氣狀物為15分鐘平均值) 3.CSV欄位說明：工廠名稱(排放流率為小時平均值，其他氣狀物為15分鐘平均值  3.CSV欄位說明：工廠名稱)、排放管道(排放管道)、監測項目(監測項目)、時間(時間)、測值(測值)、測值狀(測值狀),https://opendata.epa.gov.tw/Data/Contents/ATM00663/
1048,臺南市焚化廠地址,生活環境與其他,臺南市政府環保局,本資料集提供臺南市焚化廠地址資訊,臺南市焚化廠名稱(臺南市焚化廠名稱)、地(地),https://opendata.epa.gov.tw/Data/Contents/OTH01685/
1049,臺南市登革熱戶外化學防疫軌跡記錄,生活環境與其他,臺南市政府環保局,本資料集提供環保局針對104年登革熱疫情進行化學防疫軌跡記錄資料,緯度(lat)、經度(long)、來源(source)、時間(timestamp),https://opendata.epa.gov.tw/Data/Contents/OTH01682/
1050,臺南市飲用水水質檢驗資料,水,臺南市政府環保局,本資料集提供臺南市飲用水水質檢驗資訊,採樣點(採樣點)、採樣日期(採樣日期)、大腸桿菌(大腸桿菌)、總菌落數(總菌落數)、自由有效餘氯(自由有效餘氯)、濁度(濁度)、pH(pH),https://opendata.epa.gov.tw/Data/Contents/WAT00607/
1051,臺南市電動機車充電站址,生活環境與其他,臺南市政府環保局,本資料集提供臺南市電動機車充電站址資訊,站次(站次)、設置類別(設置類別)、名稱(名稱)、行政區(行政區)、設置地(設置地),https://opendata.epa.gov.tw/Data/Contents/OTH01690/
1052,臺南市綠色商店名單,生活環境與其他,臺南市政府環保局,本資料集提供臺南市綠色商店名單姿訊,商店名稱(商店名稱)、商店地(商店地),https://opendata.epa.gov.tw/Data/Contents/OTH01679/
1053,臺南市廢食用油回收-再生皂兌換要點,生活環境與其他,臺南市政府環保局,本資料集提供臺南市廢食用油回收-再生皂兌換要點資訊。,臺南市廢食用油回收-再生皂兌換要(臺南市廢食用油回收-再生皂兌換要),https://opendata.epa.gov.tw/Data/Contents/OTH01702/
1054,臺南市廢食用油清除機構基本資料,生活環境與其他,臺南市政府環保局,本資料集提供臺南市廢食用油清除機構資訊,類別(類別)、機構管編(機構管編)、機構名稱(機構名稱)、級別(級別)、機構電話(機構電話)、傳真電話(傳真電話)、機構地址(機構地址)、場廠地址(場廠地址)、縣市別(縣市別)、發證日期(發證日期)、有效期限(有效期限)、許可證字號(許可證字號)、廢棄物代碼(廢棄物代碼)、廢棄物名稱(廢棄物名稱)、版本(版本)、流程狀(流程狀),https://opendata.epa.gov.tw/Data/Contents/OTH01695/
